time,value,unit
2018-05-15 01:43:00 +0000,68.39975023,deg F
2018-05-15 01:44:00 +0000,68.24808781,deg F
2018-05-15 01:45:00 +0000,63.58446848,deg F
2018-05-15 01:46:00 +0000,69.49930275,deg F
2018-05-15 01:47:00 +0000,71.64164589,deg F
2018-05-15 01:48:00 +0000,63.68146302,deg F
2018-05-15 01:49:00 +0000,63.56774612,deg F
2018-05-15 01:50:00 +0000,73.23368247,deg F
2018-05-15 01:51:00 +0000,66.82763053,deg F
2018-05-15 01:52:00 +0000,69.48102483,deg F
2018-05-15 01:53:00 +0000,68.45757274,deg F
2018-05-15 01:54:00 +0000,71.64164589,deg F
2018-05-15 01:55:00 +0000,70.03118182,deg F
2018-05-15 01:56:00 +0000,73.04415431,deg F
2018-05-15 01:57:00 +0000,59.13278709,deg F
2018-05-15 01:58:00 +0000,66.71391364,deg F
2018-05-15 01:59:00 +0000,74.97734158,deg F
2018-05-15 02:00:00 +0000,83.73354274,deg F
2018-05-15 02:01:00 +0000,62.16523771,deg F
2018-05-15 02:02:00 +0000,68.21219008,deg F
2018-05-15 02:03:00 +0000,69.74636426,deg F
2018-05-15 02:04:00 +0000,78.46465979,deg F
2018-05-15 02:05:00 +0000,65.0460658,deg F
2018-05-15 02:06:00 +0000,76.73871384,deg F
2018-05-15 02:07:00 +0000,71.24384298,deg F
2018-05-15 02:08:00 +0000,78.38884852,deg F
2018-05-15 02:09:00 +0000,63.56774612,deg F
2018-05-15 02:10:00 +0000,63.55102376,deg F
2018-05-15 02:11:00 +0000,68.36377273,deg F
2018-05-15 02:12:00 +0000,83.7115155,deg F
2018-05-15 02:13:00 +0000,63.55102376,deg F
2018-05-15 02:14:00 +0000,73.32810434,deg F
2018-05-15 02:15:00 +0000,68.43956405,deg F
2018-05-15 02:16:00 +0000,71.47121694,deg F
2018-05-15 02:17:00 +0000,65.18053719,deg F
2018-05-15 02:18:00 +0000,69.4627469,deg F
2018-05-15 02:19:00 +0000,73.32810434,deg F
2018-05-15 02:20:00 +0000,71.22509541,deg F
2018-05-15 02:21:00 +0000,65.16338517,deg F
2018-05-15 02:22:00 +0000,69.8990963,deg F
2018-05-15 02:23:00 +0000,63.6479576,deg F
2018-05-15 02:24:00 +0000,70.01275336,deg F
2018-05-15 02:25:00 +0000,68.34578305,deg F
2018-05-15 02:26:00 +0000,57.62413304,deg F
2018-05-15 02:27:00 +0000,66.50688533,deg F
2018-05-15 02:28:00 +0000,73.346694,deg F
2018-05-15 02:29:00 +0000,62.13253004,deg F
2018-05-15 02:30:00 +0000,63.6479576,deg F
2018-05-15 02:31:00 +0000,57.63930062,deg F
2018-05-15 02:32:00 +0000,73.346694,deg F
2018-05-15 02:33:00 +0000,62.07309298,deg F
2018-05-15 02:34:00 +0000,66.69636364,deg F
2018-05-15 02:35:00 +0000,71.62279959,deg F
2018-05-15 02:36:00 +0000,62.1488843,deg F
2018-05-15 02:37:00 +0000,66.81005062,deg F
2018-05-15 02:38:00 +0000,78.34760495,deg F
2018-05-15 02:39:00 +0000,65.25632851,deg F
2018-05-15 02:40:00 +0000,65.18053719,deg F
2018-05-15 02:41:00 +0000,68.42155442,deg F
2018-05-15 02:42:00 +0000,73.346694,deg F
2018-05-15 02:43:00 +0000,78.42337633,deg F
2018-05-15 02:44:00 +0000,70.05063905,deg F
2018-05-15 02:45:00 +0000,75.01366432,deg F
2018-05-15 02:46:00 +0000,76.68063464,deg F
2018-05-15 02:47:00 +0000,75.01366432,deg F
2018-05-15 02:48:00 +0000,66.48938428,deg F
2018-05-15 02:49:00 +0000,63.53430054,deg F
2018-05-15 02:50:00 +0000,68.34578305,deg F
2018-05-15 02:51:00 +0000,73.17588613,deg F
2018-05-15 02:52:00 +0000,78.34760495,deg F
2018-05-15 02:53:00 +0000,68.17629143,deg F
2018-05-15 02:54:00 +0000,66.67881273,deg F
2018-05-15 02:55:00 +0000,63.51757818,deg F
2018-05-15 02:56:00 +0000,65.23915654,deg F
2018-05-15 02:57:00 +0000,62.11617663,deg F
2018-05-15 02:58:00 +0000,66.66126273,deg F
2018-05-15 02:59:00 +0000,63.6479576,deg F
2018-05-15 03:00:00 +0000,76.68063464,deg F
2018-05-15 03:01:00 +0000,62.11617663,deg F
2018-05-15 03:02:00 +0000,65.16338517,deg F
2018-05-15 03:06:00 +0000,68.34578305,deg F
2018-05-15 03:07:00 +0000,62.05675866,deg F
2018-05-15 03:08:00 +0000,63.66908105,deg F
2018-05-15 03:09:00 +0000,63.66908105,deg F
2018-05-15 03:10:00 +0000,74.76666626,deg F
2018-05-15 03:11:00 +0000,66.66126273,deg F
2018-05-15 03:12:00 +0000,71.66085743,deg F
2018-05-15 03:13:00 +0000,66.66126273,deg F
2018-05-15 03:14:00 +0000,74.99392057,deg F
2018-05-15 03:15:00 +0000,68.17629143,deg F
2018-05-15 03:16:00 +0000,74.76666626,deg F
2018-05-15 03:17:00 +0000,65.14623403,deg F
2018-05-15 03:18:00 +0000,71.585106,deg F
2018-05-15 03:19:00 +0000,80.10714243,deg F
2018-05-15 03:20:00 +0000,65.14623403,deg F
2018-05-15 03:21:00 +0000,76.54682498,deg F
2018-05-15 03:22:00 +0000,57.60896625,deg F
2018-05-15 03:23:00 +0000,73.17588613,deg F
2018-05-15 03:24:00 +0000,60.56327222,deg F
2018-05-15 03:25:00 +0000,60.58519339,deg F
2018-05-15 03:26:00 +0000,63.61445306,deg F
2018-05-15 03:27:00 +0000,69.86230113,deg F
2018-05-15 03:28:00 +0000,78.30636245,deg F
2018-05-15 03:29:00 +0000,73.27021825,deg F
2018-05-15 03:30:00 +0000,69.6729724,deg F
2018-05-15 03:31:00 +0000,64.97761991,deg F
2018-05-15 03:32:00 +0000,60.54732764,deg F
